iteration,timestamp,P78,P79,T41,J20,J20D,J20B,J21,J21D,J21B,J14,J14D,J14B,J2,J2D,J2B,J13,J13D,J13B,J1,J1D,J1B,J3,J3D,J3B,J6,J6D,J6B,J15,J15D,J15B,J5,J5D,J5B,J19,J19D,J19B,T42,J4,J4D,J4B,J18,J18D,J18B,J12,J12D,J12B,J7,J7D,J7B,J8,J8D,J8B,J16,J16D,J16B,J17,J17D,J17B,J11,J11D,J11B,J10,J10D,J10B,J9,J9D,J9B,J22,J22D,J22B
11,2021-10-16 07:44:18.127276,1.0,1.0,4.960201740264893,86.03428649902344,0.0,0.0,56.00884246826172,0.0,0.0,56.0343017578125,37.50137710571289,37.50125503540039,59.68006896972656,15.00063419342041,15.00050163269043,59.945804595947266,37.50138854980469,37.50125503540039,86.02339935302734,37.5014762878418,37.50125503540039,57.3722038269043,15.000626564025879,15.00050163269043,43.8474006652832,45.0015869140625,45.00150680541992,55.19114303588867,37.501373291015625,37.50125503540039,43.99461364746094,45.0015869140625,45.00150680541992,55.472007751464844,75.00263214111328,75.00251007080078,3.193232536315918,55.73209762573242,45.001625061035156,45.00150680541992,55.71057891845703,37.501373291015625,37.50125503540039,56.55605697631836,37.50137710571289,37.50125503540039,43.810340881347656,45.0015869140625,45.00150680541992,45.10319519042969,30.001087188720703,30.00100326538086,33.66188049316406,30.001049041748047,30.00100326538086,33.09468078613281,75.00255584716797,75.00251007080078,33.09592056274414,30.001047134399414,30.00100326538086,32.79056930541992,30.00104522705078,30.00100326538086,32.49147415161133,30.00104522705078,30.00100326538086,33.092857360839844,0.0,0.0
12,2021-10-16 07:44:23.350676,1.0,1.0,5.189660549163818,86.04267883300781,0.0,0.0,56.25542449951172,0.0,0.0,56.2776985168457,37.50137710571289,37.50125503540039,59.827457427978516,15.000635147094727,15.00050163269043,60.088504791259766,37.50138854980469,37.50125503540039,86.03186798095703,37.5014762878418,37.50125503540039,57.516231536865234,15.000626564025879,15.00050163269043,43.96229553222656,45.0015869140625,45.00150680541992,55.342796325683594,37.501373291015625,37.50125503540039,44.11507797241211,45.0015869140625,45.00150680541992,55.625465393066406,75.00263214111328,75.00251007080078,3.2630841732025146,55.87325668334961,45.001625061035156,45.00150680541992,55.83235168457031,37.50137710571289,37.50125503540039,56.624698638916016,37.50137710571289,37.50125503540039,43.92390060424805,45.0015869140625,45.00150680541992,45.209991455078125,30.001087188720703,30.00100326538086,33.78561782836914,30.001049041748047,30.00100326538086,33.154720306396484,75.00255584716797,75.00251007080078,33.15679168701172,30.001047134399414,30.00100326538086,32.8563346862793,30.00104522705078,30.00100326538086,32.57219696044922,30.00104522705078,30.00100326538086,33.15225601196289,0.0,0.0
13,2021-10-16 07:44:29.710863,1.0,1.0,5.404144763946533,86.05081939697266,0.0,0.0,56.48485565185547,0.0,0.0,56.5045166015625,37.50137710571289,37.50125503540039,59.9674186706543,15.000635147094727,15.00050163269043,60.22434616088867,37.50138854980469,37.50125503540039,86.04006958007812,37.5014762878418,37.50125503540039,57.65401840209961,15.000627517700195,15.00050163269043,44.07566833496094,45.0015869140625,45.00150680541992,55.488319396972656,37.501373291015625,37.50125503540039,44.233280181884766,45.0015869140625,45.00150680541992,55.77199172973633,75.00263214111328,75.00251007080078,3.3414199352264404,56.00918197631836,45.001625061035156,45.00150680541992,55.9531135559082,37.50137710571289,37.50125503540039,56.70041275024414,37.50137710571289,37.50125503540039,44.03612518310547,45.0015869140625,45.00150680541992,45.31645965576172,30.001087188720703,30.00100326538086,33.9077033996582,30.001049041748047,30.00100326538086,33.22515869140625,75.00255584716797,75.00251007080078,33.22792434692383,30.001047134399414,30.00100326538086,32.931148529052734,30.00104522705078,30.00100326538086,32.65821838378906,30.00104522705078,30.00100326538086,33.22211456298828,0.0,0.0
14,2021-10-16 07:44:34.812908,1.0,1.0,5.475106239318848,85.99930572509766,0.0,0.0,56.69916915893555,0.0,0.0,56.70170593261719,47.36833572387695,47.36821365356445,59.51519012451172,18.947416305541992,18.947284698486328,59.800689697265625,47.36834716796875,47.36821365356445,85.98811340332031,47.36843490600586,47.36821365356445,56.862220764160156,18.94740867614746,18.947284698486328,42.34553527832031,56.8419303894043,56.841854095458984,54.82540512084961,47.36833190917969,47.36821365356445,42.4544563293457,56.8419303894043,56.841854095458984,55.146690368652344,94.73654174804688,94.7364273071289,3.3414199352264404,56.00918197631836,45.001625061035156,45.00150680541992,55.9531135559082,37.50137710571289,37.50125503540039,56.70041275024414,37.50137710571289,37.50125503540039,44.03612518310547,45.0015869140625,45.00150680541992,45.31645965576172,30.001087188720703,30.00100326538086,33.9077033996582,30.001049041748047,30.00100326538086,33.22515869140625,75.00255584716797,75.00251007080078,33.22792434692383,30.001047134399414,30.00100326538086,32.931148529052734,30.00104522705078,30.00100326538086,32.65821838378906,30.00104522705078,30.00100326538086,33.22211456298828,0.0,0.0
15,2021-10-16 07:44:40.120569,1.0,1.0,5.531825542449951,85.99786376953125,0.0,0.0,56.77012252807617,0.0,0.0,56.77179718017578,47.36833572387695,47.36821365356445,59.51863479614258,18.947416305541992,18.947284698486328,59.798709869384766,47.36834716796875,47.36821365356445,85.98666381835938,47.36843490600586,47.36821365356445,56.841827392578125,18.94740867614746,18.947284698486328,42.273590087890625,56.8419303894043,56.841854095458984,54.77959442138672,47.36832809448242,47.36821365356445,42.387908935546875,56.8419303894043,56.841854095458984,55.10078048706055,94.73654174804688,94.7364273071289,3.0541765689849854,55.05621337890625,56.84197235107422,56.841854095458984,55.3430290222168,47.36833190917969,47.36821365356445,56.25996780395508,47.36833572387695,47.36821365356445,42.2440185546875,56.8419303894043,56.841854095458984,44.401790618896484,37.894649505615234,37.894569396972656,33.26931381225586,37.894615173339844,37.894569396972656,33.14057159423828,94.7364730834961,94.7364273071289,32.93376159667969,37.89461135864258,37.894569396972656,32.52141571044922,37.89461135864258,37.894569396972656,31.850482940673828,37.89460754394531,37.894569396972656,33.149017333984375,0.0,0.0
16,2021-10-16 07:44:45.848495,1.0,1.0,5.578531265258789,85.99639892578125,0.0,0.0,56.82908248901367,0.0,0.0,56.83015060424805,47.36833572387695,47.36821365356445,59.519371032714844,18.947416305541992,18.947284698486328,59.79469680786133,47.36834716796875,47.36821365356445,85.98518371582031,47.36843490600586,47.36821365356445,56.82126235961914,18.94740867614746,18.947284698486328,42.205711364746094,56.8419303894043,56.841854095458984,54.73667526245117,47.36832809448242,47.36821365356445,42.325138092041016,56.8419303894043,56.841854095458984,55.05699157714844,94.73654174804688,94.7364273071289,3.0480000972747803,55.01795959472656,56.84197235107422,56.841854095458984,55.27222442626953,47.36833190917969,47.36821365356445,56.1494026184082,47.36833572387695,47.36821365356445,42.174861907958984,56.8419303894043,56.841854095458984,44.323551177978516,37.894649505615234,37.894569396972656,33.19078826904297,37.89461135864258,37.894569396972656,32.9999885559082,94.7364730834961,94.7364273071289,32.802886962890625,37.89461135864258,37.894569396972656,32.3924446105957,37.89461135864258,37.894569396972656,31.745458602905273,37.89460754394531,37.894569396972656,33.006954193115234,0.0,0.0
17,2021-10-16 07:44:50.504640,1.0,1.0,5.619598865509033,85.9976806640625,0.0,0.0,56.873538970947266,0.0,0.0,56.87446212768555,47.36833572387695,47.36821365356445,59.5440788269043,18.947416305541992,18.947284698486328,59.818016052246094,47.36834716796875,47.36821365356445,85.9864730834961,47.36843490600586,47.36821365356445,56.843379974365234,18.94740867614746,18.947284698486328,42.220218658447266,56.8419303894043,56.841854095458984,54.75679016113281,47.36832809448242,47.36821365356445,42.34059524536133,56.8419303894043,56.841854095458984,55.076602935791016,94.73654174804688,94.7364273071289,3.0480000972747803,55.037925720214844,56.84197235107422,56.841854095458984,55.285736083984375,47.36833190917969,47.36821365356445,56.152801513671875,47.36833572387695,47.36821365356445,42.18913269042969,56.8419303894043,56.841854095458984,44.336158752441406,37.894649505615234,37.894569396972656,33.20356369018555,37.89461135864258,37.894569396972656,33.000213623046875,94.7364730834961,94.7364273071289,32.804447174072266,37.89461135864258,37.894569396972656,32.39475631713867,37.89461135864258,37.894569396972656,31.752553939819336,37.89460754394531,37.894569396972656,33.00693130493164,0.0,0.0
18,2021-10-16 07:44:55.384599,1.0,1.0,5.65754508972168,85.99887084960938,0.0,0.0,56.914608001708984,0.0,0.0,56.915401458740234,47.36833572387695,47.36821365356445,59.56694793701172,18.947416305541992,18.947284698486328,59.83960723876953,47.36834716796875,47.36821365356445,85.9876708984375,47.36843490600586,47.36821365356445,56.863861083984375,18.94740867614746,18.947284698486328,42.2336540222168,56.8419303894043,56.841854095458984,54.775428771972656,47.36832809448242,47.36821365356445,42.35491180419922,56.8419303894043,56.841854095458984,55.094757080078125,94.73654174804688,94.7364273071289,3.0480000972747803,55.05642318725586,56.84197235107422,56.841854095458984,55.29829788208008,47.36833190917969,47.36821365356445,56.155982971191406,47.36833572387695,47.36821365356445,42.20235061645508,56.8419303894043,56.841854095458984,44.347835540771484,37.894649505615234,37.894569396972656,33.21546173095703,37.89461135864258,37.894569396972656,33.00043869018555,94.7364730834961,94.7364273071289,32.805912017822266,37.89461135864258,37.894569396972656,32.39691162109375,37.89461135864258,37.894569396972656,31.75910758972168,37.89460754394531,37.894569396972656,33.006935119628906,0.0,0.0
19,2021-10-16 07:45:00.839575,1.0,1.0,5.690861225128174,85.99996948242188,0.0,0.0,56.952552795410156,0.0,0.0,56.95323944091797,47.36833572387695,47.36821365356445,59.58811950683594,18.947416305541992,18.947284698486328,59.859596252441406,47.36834716796875,47.36821365356445,85.98878479003906,47.36843490600586,47.36821365356445,56.88282012939453,18.94740867614746,18.947284698486328,42.24608612060547,56.8419303894043,56.841854095458984,54.792694091796875,47.36832809448242,47.36821365356445,42.3681640625,56.8419303894043,56.841854095458984,55.11154556274414,94.73654174804688,94.7364273071289,3.0480000972747803,55.07354736328125,56.84197235107422,56.841854095458984,55.30996322631836,47.36833190917969,47.36821365356445,56.15894317626953,47.36833572387695,47.36821365356445,42.214576721191406,56.8419303894043,56.841854095458984,44.35863494873047,37.894649505615234,37.894569396972656,33.22651672363281,37.89461135864258,37.894569396972656,33.00064468383789,94.7364730834961,94.7364273071289,32.8072624206543,37.89461135864258,37.894569396972656,32.398895263671875,37.89461135864258,37.894569396972656,31.765146255493164,37.89460754394531,37.894569396972656,33.00693893432617,0.0,0.0
20,2021-10-16 07:45:05.816612,1.0,1.0,5.690861225128174,85.99996948242188,0.0,0.0,56.952552795410156,0.0,0.0,56.95323944091797,47.36833572387695,47.36821365356445,59.58811950683594,18.947416305541992,18.947284698486328,59.859596252441406,47.36834716796875,47.36821365356445,85.98878479003906,47.36843490600586,47.36821365356445,56.88282012939453,18.94740867614746,18.947284698486328,42.24608612060547,56.8419303894043,56.841854095458984,54.792694091796875,47.36832809448242,47.36821365356445,42.3681640625,56.8419303894043,56.841854095458984,55.11154556274414,94.73654174804688,94.7364273071289,3.0480000972747803,50.04080581665039,73.0692367553711,73.06912994384766,49.74177169799805,60.89104461669922,60.89094543457031,49.71748733520508,60.89104461669922,60.89094543457031,34.32164764404297,73.06918334960938,73.06912994384766,37.55491638183594,48.71281433105469,48.71275329589844,27.222503662109375,48.7127799987793,48.71275329589844,25.53230094909668,121.78191375732422,121.78189086914062,25.273632049560547,48.712772369384766,48.71275329589844,24.730825424194336,48.7127685546875,48.71275329589844,24.11483383178711,48.7127685546875,48.71275329589844,25.53230094909668,0.0,0.0
