iteration,timestamp,P78,P79,T41,J20,J20D,J20B,J21,J21D,J21B,J14,J14D,J14B,J2,J2D,J2B,J13,J13D,J13B,J1,J1D,J1B,J3,J3D,J3B,J6,J6D,J6B,J15,J15D,J15B,J5,J5D,J5B,J19,J19D,J19B,T42,J4,J4D,J4B,J18,J18D,J18B,J12,J12D,J12B,J7,J7D,J7B,J8,J8D,J8B,J16,J16D,J16B,J17,J17D,J17B,J11,J11D,J11B,J10,J10D,J10B,J9,J9D,J9B,J22,J22D,J22B
1,2021-11-23 17:16:30.886988,0.0,1.0,3.7004988193511963,86.07071685791016,0.0,0.0,54.347530364990234,0.0,0.0,54.50053024291992,22.045490264892578,22.04537582397461,59.55583190917969,8.818282127380371,8.81814956665039,59.7986946105957,22.045509338378906,22.04537582397461,86.06013488769531,22.045597076416016,22.04537582397461,57.64551544189453,8.818275451660156,8.81814956665039,45.13456344604492,26.45453453063965,26.454450607299805,54.88092041015625,22.04549217224121,22.04537582397461,45.40605926513672,26.45453453063965,26.454450607299805,55.14467239379883,44.09086990356445,44.09075164794922,3.327364683151245,56.10490417480469,26.454570770263672,26.454450607299805,55.75701904296875,22.045495986938477,22.04537582397461,56.93256378173828,22.045499801635742,22.04537582397461,45.074378967285156,26.45453453063965,26.454450607299805,45.410728454589844,17.636384963989258,17.63629913330078,33.578304290771484,17.63634490966797,17.63629913330078,33.041748046875,44.09079360961914,44.09075164794922,33.33842086791992,17.63634490966797,17.63629913330078,33.01736068725586,17.636343002319336,17.63629913330078,32.95463180541992,17.636343002319336,17.63629913330078,33.01031494140625,0.0,0.0
2,2021-11-23 17:16:34.255744,0.0,1.0,3.7004988193511963,86.07071685791016,0.0,0.0,54.347530364990234,0.0,0.0,54.50053024291992,22.045490264892578,22.04537582397461,59.55583190917969,8.818282127380371,8.81814956665039,59.7986946105957,22.045509338378906,22.04537582397461,86.06013488769531,22.045597076416016,22.04537582397461,57.64551544189453,8.818275451660156,8.81814956665039,45.13456344604492,26.45453453063965,26.454450607299805,54.88092041015625,22.04549217224121,22.04537582397461,45.40605926513672,26.45453453063965,26.454450607299805,55.14467239379883,44.09086990356445,44.09075164794922,3.327364683151245,56.10490417480469,26.454570770263672,26.454450607299805,55.75701904296875,22.045495986938477,22.04537582397461,56.93256378173828,22.045499801635742,22.04537582397461,45.074378967285156,26.45453453063965,26.454450607299805,45.410728454589844,17.636384963989258,17.63629913330078,33.578304290771484,17.63634490966797,17.63629913330078,33.041748046875,44.09079360961914,44.09075164794922,33.33842086791992,17.63634490966797,17.63629913330078,33.01736068725586,17.636343002319336,17.63629913330078,32.95463180541992,17.636343002319336,17.63629913330078,33.01031494140625,0.0,0.0
3,2021-11-23 17:16:35.459333,1.0,1.0,4.3093061447143555,86.09494018554688,0.0,0.0,54.996856689453125,0.0,0.0,55.1325798034668,22.04549217224121,22.04537582397461,59.959320068359375,8.818283081054688,8.81814956665039,60.193668365478516,22.045509338378906,22.04537582397461,86.08456420898438,22.045597076416016,22.04537582397461,58.05937957763672,8.818277359008789,8.81814956665039,45.53007888793945,26.45453643798828,26.454450607299805,55.343788146972656,22.045494079589844,22.04537582397461,45.810184478759766,26.45453643798828,26.454450607299805,55.6137580871582,44.09086990356445,44.09075164794922,3.6251018047332764,56.528167724609375,26.454572677612305,26.454450607299805,56.15317916870117,22.045495986938477,22.04537582397461,57.20996856689453,22.045499801635742,22.04537582397461,45.468238830566406,26.45453453063965,26.454450607299805,45.800968170166016,17.636384963989258,17.63629913330078,34.00994110107422,17.6363468170166,17.63629913330078,33.322811126708984,44.090797424316406,44.09075164794922,33.62222671508789,17.63634490966797,17.63629913330078,33.30623245239258,17.63634490966797,17.63629913330078,33.26699447631836,17.63634490966797,17.63629913330078,33.28672409057617,0.0,0.0
4,2021-11-23 17:16:38.147923,1.0,1.0,4.748427391052246,81.57439422607422,0.0,0.0,55.605045318603516,0.0,0.0,55.67915344238281,22.045494079589844,22.04537582397461,59.20132827758789,8.818281173706055,8.81814956665039,59.384124755859375,22.045507431030273,22.04537582397461,81.56624603271484,22.045581817626953,22.04537582397461,57.65826416015625,8.818275451660156,8.81814956665039,45.71525573730469,26.45453643798828,26.454450607299805,55.66500473022461,22.045494079589844,22.04537582397461,45.91542434692383,26.45453643798828,26.454450607299805,55.83542251586914,44.09086990356445,44.09075164794922,3.8688607215881348,56.44829177856445,26.454572677612305,26.454450607299805,56.1778450012207,22.045495986938477,22.04537582397461,56.89559555053711,22.045499801635742,22.04537582397461,45.66928482055664,26.45453643798828,26.454450607299805,46.039695739746094,17.63638687133789,17.63629913330078,34.264434814453125,17.6363468170166,17.63629913330078,33.6092643737793,44.090797424316406,44.09075164794922,33.79695510864258,17.63634490966797,17.63629913330078,33.572776794433594,17.63634490966797,17.63629913330078,33.527687072753906,17.63634490966797,17.63629913330078,33.5843505859375,0.0,0.0
5,2021-11-23 17:16:40.320061,0.0,1.0,5.293288707733154,86.13784790039062,0.0,0.0,56.044532775878906,0.0,0.0,56.1550407409668,22.045495986938477,22.04537582397461,60.653316497802734,8.818285942077637,8.81814956665039,60.87411880493164,22.045513153076172,22.04537582397461,86.1278305053711,22.045597076416016,22.04537582397461,58.78839111328125,8.818279266357422,8.81814956665039,46.26280212402344,26.454538345336914,26.454450607299805,56.1856575012207,22.045495986938477,22.04537582397461,46.55164337158203,26.454538345336914,26.454450607299805,56.449119567871094,44.09087371826172,44.09075164794922,4.196316242218018,57.28886413574219,26.454574584960938,26.454450607299805,56.87795639038086,22.045499801635742,22.04537582397461,57.74233627319336,22.045501708984375,22.04537582397461,46.19929504394531,26.454538345336914,26.454450607299805,46.5284423828125,17.636388778686523,17.63629913330078,34.805240631103516,17.636348724365234,17.63629913330078,33.87133026123047,44.090797424316406,44.09075164794922,34.17204666137695,17.6363468170166,17.63629913330078,33.86424255371094,17.6363468170166,17.63629913330078,33.85166549682617,17.6363468170166,17.63629913330078,33.82829284667969,0.0,0.0
6,2021-11-23 17:16:42.505077,0.0,1.0,5.8051371574401855,86.1621322631836,0.0,0.0,56.589271545410156,0.0,0.0,56.68770217895508,22.04549789428711,22.04537582397461,61.0373420715332,8.818286895751953,8.81814956665039,61.24906539916992,22.045513153076172,22.04537582397461,86.15231323242188,22.045597076416016,22.04537582397461,59.203033447265625,8.818281173706055,8.81814956665039,46.69437026977539,26.454540252685547,26.454450607299805,56.6873664855957,22.04549789428711,22.04537582397461,46.9865837097168,26.454540252685547,26.454450607299805,56.92051315307617,44.09087371826172,44.09075164794922,4.537415981292725,57.73119354248047,26.45457649230957,26.454450607299805,57.292301177978516,22.045499801635742,22.04537582397461,58.059288024902344,22.045503616333008,22.04537582397461,46.630226135253906,26.454540252685547,26.454450607299805,46.958011627197266,17.636390686035156,17.63629913330078,35.25593948364258,17.636350631713867,17.63629913330078,34.20219802856445,44.090797424316406,44.09075164794922,34.50202941894531,17.636348724365234,17.63629913330078,34.198673248291016,17.6363468170166,17.63629913330078,34.194637298583984,17.6363468170166,17.63629913330078,34.15578079223633,0.0,0.0
7,2021-11-23 17:16:44.416926,0.0,1.0,6.289155006408691,86.1857681274414,0.0,0.0,57.10102462768555,0.0,0.0,57.18977355957031,22.045499801635742,22.04537582397461,61.403160095214844,8.818288803100586,8.81814956665039,61.60696792602539,22.045515060424805,22.04537582397461,86.17613983154297,22.045597076416016,22.04537582397461,59.598819732666016,8.818282127380371,8.81814956665039,47.11289978027344,26.454540252685547,26.454450607299805,57.162933349609375,22.045499801635742,22.04537582397461,47.406471252441406,26.45454216003418,26.454450607299805,57.37089157104492,44.090877532958984,44.09075164794922,4.887497901916504,57.73119354248047,26.45457649230957,26.454450607299805,57.69473648071289,22.045501708984375,22.04537582397461,58.382110595703125,22.045503616333008,22.04537582397461,47.04849624633789,26.454540252685547,26.454450607299805,47.37574005126953,17.636390686035156,17.63629913330078,35.68685531616211,17.6363525390625,17.63629913330078,34.54561233520508,44.09080123901367,44.09075164794922,34.84263229370117,17.636348724365234,17.63629913330078,34.543922424316406,17.636348724365234,17.63629913330078,34.54329299926758,17.636348724365234,17.63629913330078,34.49690246582031,0.0,0.0
8,2021-11-23 17:16:46.298772,0.0,1.0,6.856394290924072,82.3332290649414,0.0,0.0,57.58534622192383,0.0,0.0,57.70440673828125,9.905147552490234,9.905021667480469,61.37982940673828,3.962146759033203,3.962008476257324,61.508888244628906,9.905159950256348,9.905021667480469,82.32608032226562,9.905229568481445,9.905021667480469,60.15977096557617,3.9621427059173584,3.962008476257324,48.55299377441406,11.886120796203613,11.886025428771973,57.986324310302734,9.90514850616455,9.905021667480469,48.976402282714844,11.886122703552246,11.886025428771973,58.22748565673828,19.810171127319336,19.810043334960938,5.402707099914551,59.07772445678711,11.88615608215332,11.886025428771973,58.41606140136719,9.905149459838867,9.905021667480469,58.70978927612305,9.905150413513184,9.905021667480469,48.50750732421875,11.886120796203613,11.886025428771973,48.540889739990234,7.924112319946289,7.92401647567749,36.574066162109375,7.924072265625,7.92401647567749,34.94712448120117,19.81009292602539,19.810043334960938,35.46986389160156,7.924068450927734,7.92401647567749,35.137916564941406,7.924067497253418,7.92401647567749,35.3521728515625,7.924067974090576,7.92401647567749,34.847496032714844,0.0,0.0
9,2021-11-23 17:16:48.386929,0.0,1.0,7.407487392425537,82.47054290771484,0.0,0.0,58.152523040771484,0.0,0.0,58.265384674072266,9.905149459838867,9.905021667480469,61.818321228027344,3.9621481895446777,3.962008476257324,61.94316864013672,9.90516185760498,9.905021667480469,82.46356964111328,9.905230522155762,9.905021667480469,60.62266159057617,3.962144136428833,3.962008476257324,49.06192398071289,11.886122703552246,11.886025428771973,58.505428314208984,9.905150413513184,9.905021667480469,49.475990295410156,11.886123657226562,11.886025428771973,58.7386360168457,19.81017303466797,19.810043334960938,5.914132118225098,59.56369400024414,11.886157989501953,11.886025428771973,58.9102668762207,9.9051513671875,9.905021667480469,59.17628860473633,9.905152320861816,9.905021667480469,49.017181396484375,11.886122703552246,11.886025428771973,49.051204681396484,7.924113750457764,7.92401647567749,37.0839958190918,7.924073696136475,7.92401647567749,35.460968017578125,19.810094833374023,19.810043334960938,35.97227096557617,7.924069881439209,7.92401647567749,35.64830780029297,7.924068927764893,7.92401647567749,35.862545013427734,7.924069881439209,7.92401647567749,35.36268997192383,0.0,0.0
10,2021-11-23 17:16:49.680970,0.0,1.0,7.943246841430664,82.60629272460938,0.0,0.0,58.70355987548828,0.0,0.0,58.810672760009766,9.9051513671875,9.905021667480469,62.247318267822266,3.9621496200561523,3.962008476257324,62.36819839477539,9.905162811279297,9.905021667480469,82.5994873046875,9.905230522155762,9.905021667480469,61.076072692871094,3.9621458053588867,3.962008476257324,49.56209182739258,11.886124610900879,11.886025428771973,59.01443099975586,9.9051513671875,9.905021667480469,49.966548919677734,11.886125564575195,11.886025428771973,59.23960876464844,19.81017303466797,19.810043334960938,6.421187877655029,60.040184020996094,11.88615894317627,11.886025428771973,59.396121978759766,9.905153274536133,9.905021667480469,59.63780975341797,9.90515422821045,9.905021667480469,49.5180778503418,11.886123657226562,11.886025428771973,49.55274963378906,7.9241156578063965,7.92401647567749,37.58477020263672,7.924075603485107,7.92401647567749,35.970829010009766,19.810096740722656,19.810043334960938,36.470252990722656,7.924071788787842,7.92401647567749,36.15418243408203,7.924070835113525,7.92401647567749,36.36732482910156,7.924071311950684,7.92401647567749,35.87409973144531,0.0,0.0
