iteration,timestamp,T41_LEVEL,T42_LEVEL,J1_LEVEL,J1_SUPPLY,J1_DEMAND,J2_LEVEL,J2_SUPPLY,J2_DEMAND,J3_LEVEL,J3_SUPPLY,J3_DEMAND,J4_LEVEL,J4_SUPPLY,J4_DEMAND,J5_LEVEL,J5_SUPPLY,J5_DEMAND,J6_LEVEL,J6_SUPPLY,J6_DEMAND,J7_LEVEL,J7_SUPPLY,J7_DEMAND,J8_LEVEL,J8_SUPPLY,J8_DEMAND,J9_LEVEL,J9_SUPPLY,J9_DEMAND,J10_LEVEL,J10_SUPPLY,J10_DEMAND,J11_LEVEL,J11_SUPPLY,J11_DEMAND,J12_LEVEL,J12_SUPPLY,J12_DEMAND,J13_LEVEL,J13_SUPPLY,J13_DEMAND,J14_LEVEL,J14_SUPPLY,J14_DEMAND,J15_LEVEL,J15_SUPPLY,J15_DEMAND,J16_LEVEL,J16_SUPPLY,J16_DEMAND,J17_LEVEL,J17_SUPPLY,J17_DEMAND,J18_LEVEL,J18_SUPPLY,J18_DEMAND,J19_LEVEL,J19_SUPPLY,J19_DEMAND,J20_LEVEL,J20_SUPPLY,J20_DEMAND,J21_LEVEL,J21_SUPPLY,J21_DEMAND,J22_LEVEL,J22_SUPPLY,J22_DEMAND,P78_FLOW,P78_STATUS,P79_FLOW,P79_STATUS
11,2021-11-23 17:16:50.981158,8.971712559262262,7.420152478536272,82.86660872459997,9.905231580044976,9.905021323414616,63.07781053622219,3.9621524456002644,3.9620083723717188,61.95515135215626,3.962148690879883,3.9620083723717188,60.96515082357722,11.886162386235124,11.886025378772034,50.92073393685224,11.886128792801482,11.886025378772034,50.536120573783315,11.88612750646663,11.886025378772034,50.49349418274297,11.886127363903169,11.886025378772034,50.52943432757035,7.924118762857004,7.924016657524478,37.3586816588529,7.9240747134302625,7.924016657524478,37.150503274158,7.924074017180113,7.924016657524478,37.4510607695187,7.924075022391108,7.924016657524478,60.54442688865773,9.905156923771475,9.905021323414616,63.191402848894754,9.90516577655131,9.905021323414616,59.85720302656428,9.905154625359383,9.905021323414616,60.00234902866328,9.905155110798475,9.905021323414616,38.559054450953475,7.924078728062888,7.924016657524478,36.97641974221718,19.810099511483514,19.810042734048196,60.342677831409645,9.905156249024134,9.905021323414616,60.211567639108004,19.810177221161226,19.810042734048196,82.87308107494631,0.0,0.0,59.760391383142554,0.0,0.0,36.88328211178731,0.0,0.0,0.0,0.0,662.8861501931506,1.0
12,2021-11-23 17:16:53.470722,9.465757594514175,7.911175988314387,82.997825114029,9.90523201889664,9.905021323414616,63.47979109555014,3.962153790019497,3.9620083723717188,62.38119433951838,3.9621501157756223,3.9620083723717188,61.41389580836228,11.886163887057425,11.886025378772034,51.38451058569413,11.886130343897005,11.886025378772034,51.01003817047929,11.886129091478436,11.886025378772034,50.96805722390794,11.886128951073655,11.886025378772034,51.00459849371464,7.924120352037945,7.924016657524478,37.844665895545575,7.924076338798803,7.924016657524478,37.64013322077478,7.924075654741688,7.924016657524478,37.93306784507472,7.924076634458078,7.924016657524478,60.988905562259504,9.905158410325148,9.905021323414616,63.590033510509095,9.90516710976685,9.905021323414616,60.35981714040176,9.90515630634635,9.905021323414616,60.48146605038702,9.905156713199695,9.905021323414616,39.032691997652705,7.924080312138069,7.924016657524478,37.47120525066418,19.810101166287804,19.810042734048196,60.803385221987845,9.905157789854561,9.905021323414616,60.68286657651433,19.810178797414952,19.810042734048196,83.0041378004374,0.0,0.0,60.267634386798306,0.0,0.0,37.3800638921217,0.0,0.0,0.0,0.0,654.0058059029387,1.0
13,2021-11-23 17:16:56.155187,9.870449229472436,8.332197812252762,83.02902825937522,13.59302975300654,13.592818953165963,63.6755811225527,5.437273438286047,5.437127365820836,62.5350560461617,5.4372696238134,5.437127365820836,61.57598810600702,16.311521506939588,16.31138245653842,51.44783404703911,16.31148763344796,16.31138245653842,51.156441149871604,16.31148665888786,16.31138245653842,51.10334701428491,16.311486481315146,16.31138245653842,51.19344308882654,10.874358938051685,10.874254611949702,38.11846670887291,10.87431520894761,10.874254611949702,38.01211287533728,10.874314853248471,10.874254611949702,38.27232893050915,10.874315723537995,10.874254611949702,61.2545828484005,13.59295692863104,13.592818953165963,63.7891454237293,13.59296540544564,13.592818953165963,60.8251016832977,13.592955492236356,13.592818953165963,60.815416037667,13.592955459842829,13.592818953165963,39.299149190071994,10.874319157726225,10.874254611949702,37.939411191744206,27.185698024172748,27.1856380260239,61.05570231289578,13.592956263477438,13.592818953165963,60.95585080874437,27.1857750023832,27.1856380260239,83.03530324766136,0.0,0.0,60.76139466470014,0.0,0.0,37.87086148537804,0.0,0.0,0.0,0.0,651.8940493313465,1.0
14,2021-11-23 17:16:58.475347,10.26544806121553,8.747018115451768,83.13866490689514,13.593030119685013,13.592818953165963,64.00525605747234,5.437274540879973,5.437127365820836,62.88654854259508,5.437270799375902,5.437127365820836,61.94761766532124,16.31152274985026,16.31138245653842,51.83340581940953,16.3114889229882,16.31138245653842,51.54995318625388,16.311487974984214,16.31138245653842,51.49785512938792,16.31148780074288,16.31138245653842,51.58923133449952,10.874360261760797,10.874254611949702,38.529747015236154,10.874316584469739,10.874254611949702,38.42739760962499,10.87431624216336,10.874254611949702,38.6811113438362,10.874317090705947,10.874254611949702,61.62929643816214,13.592958181856217,13.592818953165963,64.11631845846063,13.59296649967199,13.592818953165963,61.22696845798214,13.592956836275038,13.592818953165963,61.21137426405354,13.592956784120442,13.592818953165963,39.69253875292845,10.87432047341297,10.874254611949702,38.358556274160186,27.185699425998525,27.1856380260239,61.439116681567775,13.592957545802266,13.592818953165963,61.3451996604402,27.185776304555837,27.1856380260239,83.14480826077279,0.0,0.0,61.1660583307448,0.0,0.0,38.29186472771718,0.0,0.0,0.0,0.0,644.4740392991267,1.0
15,2021-11-23 17:17:00.850735,10.651267149042429,9.155348616821358,83.24674981257263,13.593030481173702,13.592818953165963,64.32767792931732,5.437275619216115,5.437127365820836,63.23021187392933,5.437271948753856,5.437127365820836,62.310869155858725,16.31152396474058,16.31138245653842,52.21062967919549,16.311490184608946,16.31138245653842,51.935084952991694,16.31148926305286,16.31138245653842,51.88400266859824,16.311489092208767,16.31138245653842,51.97670462963251,10.874361557660658,10.874254611949702,38.93429583951675,10.874317937478502,10.874254611949702,38.83631640599472,10.874317609787445,10.874254611949702,39.083605934371384,10.874318436844352,10.874254611949702,61.99773428390865,13.592959414092238,13.592818953165963,64.43641126519785,13.5929675702186,13.592818953165963,61.61934572502372,13.592958148576173,13.592818953165963,61.59776271167489,13.592958076392039,13.592818953165963,40.07758659922712,10.874321761200944,10.874254611949702,38.77143793301896,27.185700806876355,27.1856380260239,61.814756380013556,13.592958802124802,13.592818953165963,61.72594568455205,27.18577757795641,27.1856380260239,83.2527646514181,0.0,0.0,61.561031206401736,0.0,0.0,38.70666583641779,0.0,0.0,0.0,0.0,637.1589632229718,1.0
16,2021-11-23 17:17:03.036449,10.668000000000001,9.796663527861517,84.22300623716882,13.593033746251784,13.592818953165963,67.59024058777034,5.437286530818392,5.437127365820836,66.46410940857362,5.437282764485965,5.437127365820836,65.51832904099653,16.31153469205228,16.31138245653842,55.088499747428095,16.311499809611394,16.31138245653842,54.61503413658223,16.311498226111254,16.31138245653842,54.54618436532996,16.311497995844004,16.31138245653842,54.618305618348366,10.874370392463963,10.874254611949702,40.13038050783732,10.87432193776955,10.874254611949702,39.568593829007966,10.874320058880636,10.874254611949702,39.86366575529397,10.874321045745209,10.874254611949702,63.33954297256149,13.59296390175555,13.592818953165963,67.62174313045479,13.592978223523401,13.592818953165963,66.47753782730258,13.592974396742278,13.592818953165963,65.04869004967573,13.592969617977761,13.592818953165963,42.80886027810754,10.874330895913506,10.874254611949702,39.28832426510693,27.185702535596587,27.1856380260239,64.44838021360158,13.592967610248607,13.592818953165963,65.11097959336422,27.18578889916234,27.1856380260239,84.22791717128037,0.0,0.0,66.47753782730258,0.0,0.0,39.13396532788878,0.0,0.0,0.0,0.0,571.0830706703722,1.0
17,2021-11-23 17:17:05.140778,10.668000000000001,10.430562601722384,84.35204892753607,13.593034177833538,13.592818953165963,67.92626361119406,5.437287654643425,5.437127365820836,66.83001340762559,5.437283988247567,5.437127365820836,65.91179175951982,16.311536007983694,16.31138245653842,55.517667203744914,16.311501244956883,16.31138245653842,55.06664549367618,16.311499736520105,16.31138245653842,54.99893091138141,16.311499510049483,16.31138245653842,55.0722205247067,10.874371910577008,10.874254611949702,40.687708455881214,10.874323801746288,10.874254611949702,40.16295513975784,10.87432204671502,10.874254611949702,40.44729082247938,10.874322997672353,10.874254611949702,63.84615824526644,13.592965596124348,13.592818953165963,67.95789142418285,13.592979347767399,13.592818953165963,66.84435450627389,13.59297562355633,13.592818953165963,65.4592516913049,13.592970991096323,13.592818953165963,43.2573896399172,10.874332396014658,10.874254611949702,39.90338944078841,27.185704592674803,27.1856380260239,64.8906636057718,13.592969089460187,13.592818953165963,65.52025573679558,27.18579026798157,27.1856380260239,84.35682166304973,0.0,0.0,66.84435450627389,0.0,0.0,39.75712616066277,0.0,0.0,0.0,0.0,562.348560761191,1.0
18,2021-11-23 17:17:07.253728,10.668000000000001,10.668000000000001,86.95974769159677,13.593042899251254,13.592818953165963,75.97609843540442,5.437314577220918,5.437127365820836,75.68174407255034,5.437313592756228,5.437127365820836,75.48049131028213,16.311568010386328,16.31138245653842,65.95909139147581,16.311536166176754,16.31138245653842,65.94136925336785,16.311536106905276,16.31138245653842,65.93686055360942,16.31153609182598,16.31138245653842,66.14048504030903,10.874408928256951,10.874254611949702,53.8843653677302,10.874367937809465,10.874254611949702,53.930005841512774,10.874368090453489,10.874254611949702,53.970973064773574,10.874368227467883,10.874254611949702,75.54030852603235,13.59300470707184,13.592818953165963,76.0022734427336,13.593006252108049,13.592818953165963,75.71184727846061,13.59300528078117,13.592818953165963,75.44355724523228,13.593004383488324,13.592818953165963,54.06093857770508,10.87436852835648,10.874254611949702,53.97970383612346,27.185751670742047,27.1856380260239,75.48090043559408,13.593004508382185,13.592818953165963,75.4750960045097,27.185823561827267,27.1856380260239,86.96094419645848,0.0,0.0,75.71184727846057,0.0,0.0,53.97970383612343,0.0,0.0,0.0,0.0,266.42270873638216,1.0
19,2021-11-23 17:17:09.136375,10.668000000000001,10.668000000000001,87.1857267971853,11.449655106405658,11.449430404535917,76.7029274458461,4.57996162261255,4.579771980341427,76.48871187347748,4.579960906171099,4.579771980341427,76.34225100698704,13.739504679472214,13.73931624347918,66.92359958349064,13.73947317890377,13.73931624347918,66.9107023673163,13.739473135769186,13.73931624347918,66.90742117848185,13.739473124795287,13.73931624347918,67.05560819122022,9.159701236790374,9.159543859864554,54.81694537752464,9.159660304727145,9.159543859864554,54.85016018559065,9.159660415813677,9.159543859864554,54.879973971526866,9.159660515525534,9.159543859864554,76.3857831071436,11.449618986121544,11.449430404535917,76.72197631234356,11.449620110515749,11.449430404535917,76.51061951125824,11.449619403635424,11.449430404535917,76.3153724127085,11.44961875063381,11.449430404535917,54.94544593215558,9.159660734495732,9.159543859864554,54.8863277813121,22.898977586801358,22.898860909890136,76.34254891151468,11.449618841525288,11.449430404535917,76.33832471564514,22.899049332751737,22.898860909890136,87.18659755006983,0.0,0.0,76.51061951125821,0.0,0.0,54.88632778131208,0.0,0.0,0.0,0.0,224.41234299397073,1.0
20,2021-11-23 17:17:11.730846,10.668000000000001,10.668000000000001,87.18572673380687,11.449655106405446,11.449430404535917,76.70292725501426,4.579961622611912,4.579771980341427,76.48871165912603,4.579960906170381,4.579771980341427,76.34225077289032,13.739504679471432,13.73931624347918,66.9235993268103,13.739473178902914,13.73931624347918,66.910702105106,13.739473135768309,13.73931624347918,66.90742091492349,13.739473124794404,13.73931624347918,67.05560791988191,9.159701236789466,9.159543859864554,54.816945085914725,9.15966030472617,9.159543859864554,54.85015988205666,9.159660415812663,9.159543859864554,54.87997366860719,9.15966051552452,9.159543859864554,76.38578283669601,11.44961898612064,11.449430404535917,76.72197612164328,11.449620110515111,11.449430404535917,76.51061931055115,11.449619403634753,11.449430404535917,76.31537217031331,11.449618750633,11.449430404535917,54.945445671804485,9.159660734494862,9.159543859864554,54.88632747050936,22.89897758680032,22.898860909890136,76.342548660878,11.449618841524451,11.449430404535917,76.33832447344078,22.899049332750927,22.898860909890136,87.1865974867761,0.0,0.0,76.51061931055112,0.0,0.0,54.88632747050931,0.0,0.0,0.0,0.0,224.41235477750052,1.0
21,2021-11-23 17:17:13.894083,10.668000000000001,10.668000000000001,87.18572681306651,11.449655106405713,11.449430404535917,76.7029275110019,4.579961622612768,4.579771980341427,76.48871192863213,4.579960906171283,4.579771980341427,76.34225105374549,13.739504679472372,13.73931624347918,66.92359961350071,13.739473178903873,13.73931624347918,66.91070239322526,13.73947313576927,13.73931624347918,66.90742120339105,13.73947312479537,13.73931624347918,67.05560821035968,9.159701236790438,9.159543859864554,54.816945378825444,9.159660304727149,9.159543859864554,54.85016017639845,9.159660415813649,9.159543859864554,54.8799739609146,9.159660515525498,9.159543859864554,76.38578310830347,11.44961898612155,11.449430404535917,76.72197637442203,11.449620110515957,11.449430404535917,76.51061962616701,11.44961940363581,11.449430404535917,76.31537245950675,11.449618750633967,11.449430404535917,54.94544596014279,9.159660734495827,9.159543859864554,54.88632776691506,22.89897758680131,22.898860909890136,76.34254894394425,11.449618841525398,11.449430404535917,76.3383247596549,22.899049332751883,22.898860909890136,87.18659756592982,0.0,0.0,76.51061962616697,0.0,0.0,54.886327766915024,0.0,0.0,0.0,0.0,224.4123400412825,1.0
22,2021-11-23 17:17:15.142855,10.668000000000001,10.668000000000001,87.18572667822512,11.44965510640526,11.449430404535917,76.70292707958215,4.579961622611325,4.579771980341427,76.48871147052691,4.579960906169751,4.579771980341427,76.34225057323711,13.739504679470764,13.73931624347918,66.92359911786308,13.739473178902214,13.73931624347918,66.91070189388293,13.739473135767602,13.73931624347918,66.90742070314565,13.739473124793697,13.73931624347918,67.05560770490226,9.159701236788749,9.159543859864554,54.81694486390716,9.159660304725428,9.159543859864554,54.85015965591514,9.159660415811906,9.159543859864554,54.87997344359763,9.159660515523768,9.159543859864554,76.38578263081966,11.449618986119951,11.449430404535917,76.72197594775336,11.44962011051453,11.449430404535917,76.51061910430278,11.449619403634063,11.449430404535917,76.31537196434171,11.449618750632311,11.449430404535917,54.94544546101863,9.159660734494157,9.159543859864554,54.886327241289415,22.898977586799553,22.898860909890136,76.34254845538463,11.449618841523764,11.449430404535917,76.338324268921,22.89904933275024,22.898860909890136,87.18659743126858,0.0,0.0,76.51061910430276,0.0,0.0,54.88632724128938,0.0,0.0,0.0,0.0,224.41236511145442,1.0
