iteration,timestamp,T41_LEVEL,T42_LEVEL,J1_LEVEL,J1_SUPPLY,J1_DEMAND,J2_LEVEL,J2_SUPPLY,J2_DEMAND,J3_LEVEL,J3_SUPPLY,J3_DEMAND,J4_LEVEL,J4_SUPPLY,J4_DEMAND,J5_LEVEL,J5_SUPPLY,J5_DEMAND,J6_LEVEL,J6_SUPPLY,J6_DEMAND,J7_LEVEL,J7_SUPPLY,J7_DEMAND,J8_LEVEL,J8_SUPPLY,J8_DEMAND,J9_LEVEL,J9_SUPPLY,J9_DEMAND,J10_LEVEL,J10_SUPPLY,J10_DEMAND,J11_LEVEL,J11_SUPPLY,J11_DEMAND,J12_LEVEL,J12_SUPPLY,J12_DEMAND,J13_LEVEL,J13_SUPPLY,J13_DEMAND,J14_LEVEL,J14_SUPPLY,J14_DEMAND,J15_LEVEL,J15_SUPPLY,J15_DEMAND,J16_LEVEL,J16_SUPPLY,J16_DEMAND,J17_LEVEL,J17_SUPPLY,J17_DEMAND,J18_LEVEL,J18_SUPPLY,J18_DEMAND,J19_LEVEL,J19_SUPPLY,J19_DEMAND,J20_LEVEL,J20_SUPPLY,J20_DEMAND,J21_LEVEL,J21_SUPPLY,J21_DEMAND,J22_LEVEL,J22_SUPPLY,J22_DEMAND,P78_FLOW,P78_STATUS,P79_FLOW,P79_STATUS,attack1,attack2
290,2021-10-27 18:41:09.231065,3.2763931747845216,3.048,85.86984787117349,41.66951925714531,41.669298956217105,58.120253247338795,16.667846414767133,16.66771892203039,55.55255691597957,16.66783782713708,16.66771892203039,53.761161160378165,50.00327078065667,50.003157866851915,41.61487103956568,50.00323015753282,50.003157866851915,41.47437073336937,50.003229687631205,50.003157866851915,41.438619628535086,50.00322956806205,50.003157866851915,43.060651167699326,33.335514603215984,33.33543747714053,30.46218174583778,33.3354724677838,33.33543747714053,30.892553104111627,33.33547390715573,33.33543747714053,31.271014556696382,33.33547517291559,33.33543747714053,54.81438965520169,41.66941539253211,41.669298956217105,58.414543245923,41.669427433203275,41.669298956217105,54.3746338709097,41.66941392177408,41.669298956217105,53.25714594561171,41.66941018434891,41.669298956217105,31.731933547081024,33.33547671445371,33.33543747714053,31.294795505871896,83.33863605466463,83.33859827935447,53.84039724804575,41.66941213502601,41.669298956217105,53.565474449404604,83.33871053868732,83.33859827935447,85.8816779021299,0.0,0.0,54.354536956924036,0.0,0.0,31.294795505871903,0.0,0.0,459.0249934633751,1.0,459.02499346337504,1.0,0,0
291,2021-10-27 18:41:14.471404,3.2804591579582416,3.048,80.56520722284843,41.66950151583732,41.669298956217105,56.704041036262694,16.66784167826212,16.66771892203039,54.35714290273563,16.667833829089034,16.66771892203039,52.75201237503058,50.003267405570476,50.003157866851915,40.60368271523595,50.00322677562541,50.003157866851915,40.46268337628088,50.003226304054785,50.003157866851915,40.42681060136211,50.00322618407872,50.003157866851915,42.048138860733324,33.33551121688053,33.33543747714053,29.347429723384693,33.33546873950883,33.33543747714053,29.711857215647093,33.335469958332276,33.33543747714053,30.038963596761597,33.335471052335706,33.33543747714053,53.23836099645255,41.66941012152287,41.669298956217105,56.914039011263725,41.669422414784584,41.669298956217105,54.571406004649525,41.66941457987616,41.669298956217105,52.454952311805584,41.66940750142178,41.669298956217105,30.750902359411388,33.335473433406484,33.33543747714053,30.107573246180625,83.33863208401381,83.33859827935447,52.756614855502406,41.669408510328594,41.669298956217105,52.707520507348384,83.33870766927049,83.33859827935447,80.57477440573257,0.0,0.0,54.57139330181289,0.0,0.0,30.107573246180614,0.0,0.0,0.0,0.0,818.6183679075056,1.0,0,0
292,2021-10-27 18:41:20.298252,3.2843955143902224,3.048,80.56610194505768,41.669501518829705,41.669298956217105,56.70718776994164,16.667841688786336,16.66771892203039,54.360397253769044,16.66783383997317,16.66771892203039,52.75535708590135,50.00326741675682,50.003157866851915,40.607014826963585,50.003226786769616,50.003157866851915,40.46601240214047,50.00322631518868,50.003157866851915,40.43013887515282,50.00322619521009,50.003157866851915,42.05146279590646,33.3355112279974,33.33543747714053,29.350696538140856,33.33546875043466,33.33543747714053,29.71509033309251,33.3354699691454,33.33543747714053,30.042166699804866,33.335471063048445,33.33543747714053,53.24138306426486,41.669410131630144,41.669298956217105,56.91713454845107,41.66942242513757,41.669298956217105,54.57547123219689,41.66941459347227,41.669298956217105,52.45839325845541,41.669407512929986,41.669298956217105,30.75424385322672,33.33547344458208,33.33543747714053,30.110805120494867,83.33863209482277,83.33859827935447,52.759916503156504,41.66940852137092,41.669298956217105,52.71091484764259,83.33870768062283,83.33859827935447,80.57566781766421,0.0,0.0,54.57545927750516,0.0,0.0,30.110805120494884,0.0,0.0,0.0,0.0,818.5578307201453,1.0,0,0
293,2021-10-27 18:41:25.729367,3.2882063071351366,3.048,80.56696808602271,41.66950152172651,41.669298956217105,56.710233939678076,16.667841698974215,16.66771892203039,54.36354748537434,16.667833850509087,16.66771892203039,52.75859469324714,50.00326742758496,50.003157866851915,40.61024006305766,50.00322679755638,50.003157866851915,40.46923460990247,50.00322632596531,50.003157866851915,40.433360344656975,50.003226205984255,50.003157866851915,42.0546800040642,33.33551123875731,33.33543747714053,29.35385826972072,33.33546876100903,33.33543747714053,29.718219341289895,33.33546997961033,33.33543747714053,30.045266642975868,33.33547107341617,33.33543747714053,53.24430779790367,41.66941014141188,41.669298956217105,56.92013112800549,41.66942243515959,41.669298956217105,54.57940688502999,41.66941460663501,41.669298956217105,52.461724025465884,41.6694075240697,41.669298956217105,30.75747816626449,33.335473455399196,33.33543747714053,30.113932871440593,83.3386321052835,83.33859827935447,52.763112207479445,41.66940853205891,41.669298956217105,52.714200425466444,83.3387076916114,83.33859827935447,80.57653269032075,0.0,0.0,54.57939562697081,0.0,0.0,30.113932871440586,0.0,0.0,0.0,0.0,818.4992273411234,1.0,0,0
294,2021-10-27 18:41:31.480444,3.291895576717766,3.048,80.56780672695454,41.66950152453133,41.669298956217105,56.71318317210192,16.667841708837887,16.66771892203039,54.366597530489685,16.667833860709926,16.66771892203039,52.76172938553904,50.0032674380689,50.003157866851915,40.61336288684289,50.00322680800063,50.003157866851915,40.47235452840038,50.00322633639984,50.003157866851915,40.43647955489433,50.003226216416415,50.003157866851915,42.0577951261549,33.3355112491758,33.33543747714053,29.356919807281997,33.33546877124831,33.33543747714053,29.721249274367416,33.335469989743906,33.33543747714053,30.04826844372479,33.33547108345566,33.33543747714053,53.247139878201885,41.66941015088374,41.669298956217105,56.923032362358065,41.66942244486274,41.669298956217105,54.58321701537989,41.669414619377946,41.669298956217105,52.46494889907185,41.669407534855246,41.669298956217105,30.76060978833998,33.335473465872866,33.33543747714053,30.116961627293954,83.33863211541313,83.33859827935447,52.76620643799524,41.669408542407524,41.669298956217105,52.717381543555234,83.33870770225062,83.33859827935447,80.57737010328647,0.0,0.0,54.58320641315736,0.0,0.0,30.116961627293982,0.0,0.0,0.0,0.0,818.4424846183008,1.0,0,0
295,2021-10-27 18:41:37.732040,3.3404124760231646,3.048,80.65228888980882,40.3101536377877,40.30995078692388,56.90663820055104,16.12410310967426,16.123979675858703,54.6616569608297,16.12409560136102,16.123979675858703,53.12030127103991,48.37205086288394,48.37194009242752,41.15454758382249,48.37201084356206,48.37194009242752,41.02282660192461,48.37201040302279,48.37194009242752,40.98930511366567,48.372010290910566,48.37194009242752,42.51528048537941,32.248034298856595,32.24795899676694,29.864531230824355,32.24799198857512,32.24795899676694,30.219045750444312,32.247993174244755,32.24795899676694,30.53687174762729,32.247994237210044,32.24795899676694,53.687864916586555,40.3100634555902,40.30995078692388,57.121318800357635,40.310074938736165,40.30995078692388,54.588161447078704,40.310066466621315,40.30995078692388,52.80667095619881,40.310060508447414,40.30995078692388,31.158799966269825,32.24799631724163,32.24795899676694,30.591798941464976,80.61993735294469,80.61990192879824,53.13970809168222,40.31006162228617,40.30995078692388,53.05882876929731,80.6200124936606,80.61990192879824,80.66172893559349,0.0,0.0,54.58690811008767,0.0,0.0,30.591798941465,0.0,0.0,0.0,0.0,812.726368394585,1.0,0,0
296,2021-10-27 18:41:44.125271,3.387381322638928,3.048,80.6629692834356,40.310153673508154,40.30995078692388,56.94403482371104,16.124103234746826,16.123979675858703,54.700433272989876,16.124095731047937,16.123979675858703,53.160238001782275,48.37205099645186,48.37194009242752,41.194382310977275,48.372010976788836,48.37194009242752,41.06263638547318,48.37201053616614,48.37194009242752,41.029108815335235,48.372010424033576,48.37194009242752,42.55504903749575,32.248034431862045,32.24795899676694,29.903601319034284,32.24799211924458,32.24795899676694,30.257689712521625,32.247993303489025,32.24795899676694,30.575156238589322,32.247994365252076,32.24795899676694,53.72390842465167,40.31006357613729,40.30995078692388,57.15811653407861,40.31007506180575,40.30995078692388,54.636604561409825,40.310066628638744,40.30995078692388,52.847866498232776,40.31006064622541,40.30995078692388,31.198776069512405,32.24799645094123,32.24795899676694,30.630415464942377,80.6199374820972,80.61990192879824,53.179105450485,40.310061754050174,40.30995078692388,53.09954644788051,80.62001262984039,80.61990192879824,80.67239378991039,0.0,0.0,54.635424278848795,0.0,0.0,30.630415464942367,0.0,0.0,0.0,0.0,812.0037227021635,1.0,0,0
297,2021-10-27 18:41:50.069670,3.4328505401897873,3.048,80.67331620683703,40.31015370811331,40.30995078692388,56.98024410649369,16.124103355848344,16.123979675858703,54.73797579627935,16.124095856608463,16.123979675858703,53.19890187156934,48.372051125762724,48.37194009242752,41.232946522066314,48.37201110576638,48.37194009242752,41.101176260145735,48.3720106650623,48.37194009242752,41.06764275471716,48.372010552909884,48.37194009242752,42.59354861089728,32.24803456062342,32.24795899676694,29.941425494543065,32.247992245747085,32.24795899676694,30.295102068895496,32.247993428614215,32.24795899676694,30.612220692021115,32.247994489213696,32.24795899676694,53.758804832749426,40.31006369284791,40.30995078692388,57.193745759368056,40.31007518096727,40.30995078692388,54.68350387914871,40.31006678549295,40.30995078692388,52.88774637699006,40.31006077960319,40.30995078692388,31.237477064904386,32.24799658037625,32.24795899676694,30.6678016269453,80.61993760713477,80.61990192879824,53.21724758119291,40.310061881616086,40.30995078692388,53.138961695437544,80.62001276166421,80.61990192879824,80.68272567039446,0.0,0.0,54.68239243705982,0.0,0.0,30.6678016269453,0.0,0.0,0.0,0.0,811.3036391656643,1.0,0,0
298,2021-10-27 18:41:55.674453,3.476867033911782,3.048,80.68333967344739,40.31015374163668,40.30995078692388,57.01530322855065,16.124103473103162,16.123979675858703,54.77432235601624,16.124095978169102,16.123979675858703,53.23633118891676,48.37205125094463,48.37194009242752,41.27027774224003,48.37201123062021,48.37194009242752,41.13848352354527,48.372010789836,48.37194009242752,41.10494417548481,48.37201067766405,48.37194009242752,42.6308162051311,32.24803468526444,32.24795899676694,29.97803980356962,32.247992368203214,32.24795899676694,30.331318515914933,32.24799354973969,32.24795899676694,30.648100400331394,32.24799460921296,32.24795899676694,53.79258861641566,40.31006380583738,40.30995078692388,57.22824305355049,40.310075296343065,40.30995078692388,54.728907579750256,40.31006693734509,40.30995078692388,52.92634913596112,40.310060908709666,40.30995078692388,31.274939610711876,32.2479967056693,32.24795899676694,30.7039931242226,80.61993772817681,80.61990192879824,53.25417228120504,40.310062005110304,40.30995078692388,53.1771124349199,80.62001288925892,80.61990192879824,80.6927345748736,0.0,0.0,54.727861005928006,0.0,0.0,30.703993124222592,0.0,0.0,0.0,0.0,810.6254403368013,1.0,0,0
299,2021-10-27 18:42:00.778315,3.5194766592934967,3.048,80.6930460279517,40.31015377409947,40.30995078692388,57.049244698609485,16.12410358662001,16.123979675858703,54.80950839911173,16.124096095848408,16.123979675858703,53.272563908547625,48.37205137212453,48.37194009242752,41.30641448443873,48.37201135147912,48.37194009242752,41.17459682582151,48.37201091061651,48.37194009242752,41.1410517612139,48.37201079842544,48.37194009242752,42.666890695716994,32.24803480591515,32.24795899676694,30.01348189136935,32.24799248673885,32.24795899676694,30.366375684799724,32.24799366698798,32.24795899676694,30.682831603263896,32.24799472537106,32.24795899676694,53.82529249235063,40.31006391521511,40.30995078692388,57.26164048239828,40.31007540804037,40.30995078692388,54.77286150288533,40.31006708434847,40.30995078692388,52.96371598768933,40.31006103368266,40.30995078692388,31.311202925630493,32.24799682695153,32.24795899676694,30.739026255300185,80.61993784534471,80.61990192879824,53.28991652172712,40.31006212465649,40.30995078692388,53.21404063497516,80.62001301276483,80.61990192879824,80.70242683296496,0.0,0.0,54.77187688013923,0.0,0.0,30.739026255300203,0.0,0.0,0.0,0.0,809.9686973235888,1.0,0,0
300,2021-10-27 18:42:06.561055,3.5607230814772537,3.048,80.70245159642236,40.31015380555628,40.30995078692388,57.08210959551347,16.12410369653627,16.123979675858703,54.84357375856679,16.1240962097796,16.123979675858703,53.30763875966447,48.37205148943196,48.37194009242752,41.34139431724864,48.37201146846875,48.37194009242752,41.20955345058182,48.37201102752853,48.37194009242752,41.176002726074906,48.372010915318526,48.37194009242752,42.701808897572825,32.248034922698665,32.24795899676694,30.047788737110167,32.2479926014777,32.24795899676694,30.400311060966324,32.24799378048444,32.24795899676694,30.716451520000184,32.24799483781248,32.24795899676694,53.85695373879005,40.310064021105774,40.30995078692388,57.2939783450295,40.31007551619397,40.30995078692388,54.81541300798435,40.31006722666148,40.30995078692388,52.99988366368198,40.31006115464503,40.30995078692388,31.346303834852783,32.2479969443461,32.24795899676694,30.772938938278514,80.61993795876526,80.61990192879824,53.32451924937368,40.31006224038491,40.30995078692388,53.249780654904505,80.6200131322969,80.61990192879824,80.71181875612423,0.0,0.0,54.81448593007263,0.0,0.0,30.772938938278514,0.0,0.0,0.0,0.0,809.3323048691836,1.0,0,0
301,2021-10-27 18:42:12.622915,3.576080622695247,3.048,80.66589775156619,41.05296648481345,41.052763588434956,57.010249950051616,16.421228565033417,16.421104784689586,54.717830083341575,16.421220898062245,16.421104784689586,53.14848990838019,49.26342630327573,49.26331543854275,41.083023372746624,49.263385950465405,49.26331543854275,40.9461222208426,49.263385492601124,49.26331543854275,40.9112893493044,49.26338537610299,49.26331543854275,42.48883488295994,32.842284421530486,32.84220920788784,29.8069618466283,32.8422420071559,32.84220920788784,30.16441932677136,32.84224320266822,32.84220920788784,30.485226336978105,32.842244275603484,32.84220920788784,53.64967469089152,41.05287612937452,41.052763588434956,57.218962755530576,41.052888066816294,41.052763588434956,54.85587345901314,41.052880163492055,41.052763588434956,52.851061484249215,41.052873458422084,41.052763588434956,31.165708226226624,32.84224655146713,32.84220920788784,30.549482946042048,82.10556282098236,82.10552753836124,53.15675382467344,41.0528744808065,41.052763588434956,53.100720331038886,82.10563824332944,82.10552753836124,80.67531799935507,0.0,0.0,54.85572457036377,0.0,0.0,30.549482946042048,0.0,0.0,0.0,0.0,811.8055795962055,1.0,0,0
302,2021-10-27 18:42:19.426097,3.590946406175116,3.048,80.66929090750138,41.05296649616182,41.052763588434956,57.02212444246127,16.421228604747515,16.421104784689586,54.73011830505007,16.42122093916006,16.421104784689586,53.161125662938616,49.26342634553586,49.26331543854275,41.09561503356438,49.263385992578065,49.26331543854275,40.95870309080003,49.26338553467769,49.26331543854275,40.92386758851347,49.26338541817076,49.26331543854275,42.50139793220961,32.842284463547465,32.84220920788784,29.81930750552856,32.84224204844582,32.84220920788784,30.17663567687221,32.842243243525665,32.84220920788784,30.497329212335806,32.84224431608141,32.84220920788784,53.66108776004577,41.05287616754539,41.052763588434956,57.23064497708806,41.05288810588735,41.052763588434956,54.871222082597725,41.05288021482534,41.052763588434956,52.86406929835722,41.05287350192656,41.052763588434956,31.178337413604762,32.84224659370529,32.84220920788784,30.561693512686286,82.10556286182046,82.10552753836124,53.1692236227777,41.052874522511594,41.052763588434956,53.11355895456707,82.10563828626806,82.10552753836124,80.67870622135143,0.0,0.0,54.871082023288345,0.0,0.0,30.561693512686286,0.0,0.0,0.0,0.0,811.5759952101574,1.0,0,0
303,2021-10-27 18:42:24.820051,3.605335952423035,3.048,80.67257652475979,41.052966507150536,41.052763588434956,57.03361963565212,16.421228643193054,16.421104784689586,54.742013434195954,16.42122097894318,16.421104784689586,53.173356736581106,49.263426386442546,49.26331543854275,41.10780312431951,49.26338603334099,49.26331543854275,40.9708806669807,49.26338557540545,49.26331543854275,40.936042601111716,49.26338545888996,49.26331543854275,42.51355813430348,32.84228450421711,32.84220920788784,29.831257259847476,32.84224208841163,32.84220920788784,30.188460292710136,32.84224328307295,32.84220920788784,30.509044009245073,32.84224435526141,32.84220920788784,53.67213531126723,41.0528762044938,41.052763588434956,57.241954004546294,41.052888143710256,41.052763588434956,54.88607958782929,41.05288026451609,41.052763588434956,52.876660039620695,41.052873544036146,41.052763588434956,31.190561784454445,32.84224663458956,32.84220920788784,30.57351253693014,82.10556290134905,82.10552753836124,53.18129411779655,41.05287456288122,41.052763588434956,53.125985547055656,82.10563832782866,82.10552753836124,80.68198706278413,0.0,0.0,54.885947724805355,0.0,0.0,30.57351253693014,0.0,0.0,0.0,0.0,811.3536868824093,1.0,0,0
304,2021-10-27 18:42:30.714075,3.619264455168598,3.048,80.67575770361431,41.05296651778995,41.052763588434956,57.04474748992686,16.42122868041003,16.421104784689586,54.753528176855276,16.421221017454098,16.421104784689586,53.18519645801682,49.26342642604035,49.26331543854275,41.11960121378004,49.26338607279956,49.26331543854275,40.982668572041554,49.263385614829964,49.26331543854275,40.947828023103106,49.26338549830616,49.26331543854275,42.52532921147614,32.84228454358534,32.84220920788784,29.842824821106767,32.842242127099205,32.84220920788784,30.19990688005315,32.84224332135593,32.84220920788784,30.52038431496854,32.84224439318893,32.84220920788784,53.682829924376776,41.05287624026181,41.052763588434956,57.25290164480044,41.05288818032451,41.052763588434956,54.9004613392992,41.05288031261569,41.052763588434956,52.888847555711074,41.05287358479715,41.052763588434956,31.20239491956768,32.84224667416534,32.84220920788784,30.584953788758458,82.10556293961417,82.10552753836124,53.19297861433082,41.052874601959886,41.052763588434956,53.13801393572001,82.10563836805747,82.10552753836124,80.6851636186795,0.0,0.0,54.900337193877256,0.0,0.0,30.58495378875845,0.0,0.0,0.0,0.0,811.1384448953836,1.0,0,0
305,2021-10-27 18:42:35.628003,3.6327465425790186,3.048,80.67883757503199,41.05296652809054,41.052763588434956,57.05551932470706,16.421228716436303,16.421104784689586,54.76467410236403,16.421221054731514,16.421104784689586,53.196656607070175,49.263426464368685,49.26331543854275,41.13102081010873,49.263386110992265,49.26331543854275,40.99407824771257,49.263385652989484,49.26331543854275,40.95923528001939,49.2633855364576,49.26331543854275,42.53672249561324,32.842284581690045,32.84220920788784,29.854021056347115,32.84224216454488,32.84220920788784,30.21098602536223,32.84224335841,32.84220920788784,30.531360592172007,32.842244429898955,32.84220920788784,53.693181599635395,41.05287627488286,41.052763588434956,57.26349900467051,41.052888215767254,41.052763588434956,54.914382501106495,41.05288035917485,41.052763588434956,52.90064399149535,41.052873624250196,41.052763588434956,31.213848337284755,32.84224671247116,32.84220920788784,30.59602776815667,82.10556297665096,82.10552753836124,53.20428851865033,41.05287463978573,41.052763588434956,53.14965610237532,82.10563840699454,82.10552753836124,80.68823901535347,0.0,0.0,54.91426562394025,0.0,0.0,30.596027768156688,0.0,0.0,0.0,0.0,810.9300574113255,1.0,0,0
306,2021-10-27 18:42:40.447774,3.645796489978741,3.048,80.68181949709859,41.052966538063544,41.052763588434956,57.06594682202563,16.42122875131095,16.421104784689586,54.7754635431913,16.421221090816672,16.421104784689586,53.20775006309445,49.26342650147061,49.26331543854275,41.14207505346734,49.263386147963054,49.26331543854275,41.00512289798519,49.26338568992819,49.26331543854275,40.970277591413385,49.263385573388476,49.26331543854275,42.54775129614484,32.84228461857574,32.84220920788784,29.86485935380671,32.842242200793436,32.84220920788784,30.221711159907137,32.84224339428008,32.84220920788784,30.541986175230534,32.84224446543609,32.84220920788784,53.703202691270654,41.05287630839828,41.052763588434956,57.27375761482105,41.052888250077054,41.052763588434956,54.927857676899045,41.05288040424242,41.052763588434956,52.912062657898915,41.05287366243979,41.052763588434956,31.224935264256438,32.84224674955125,32.84220920788784,30.606747989884926,82.10556301250462,82.10552753836124,53.21523678276038,41.05287467640206,41.052763588434956,53.16092523974626,82.10563844468405,82.10552753836124,80.69121660591793,0.0,0.0,54.92774764291881,0.0,0.0,30.606747989884926,0.0,0.0,0.0,0.0,810.7282972248988,1.0,0,0
307,2021-10-27 18:42:45.339433,3.439581797948802,3.048,80.27220451466988,47.68944529920852,47.68924371953239,56.14930914006618,19.075817632878117,19.07569673194066,53.288639022848905,19.0758080654007,19.07569673194066,51.355524038682226,57.22719632378895,57.22709145560914,38.321799871141515,57.22715273265241,57.22709145560914,38.13276512449269,57.22715210042793,57.22709145560914,38.08475918252392,57.227151939872634,57.22709145560914,40.15527160244453,38.15146045302009,38.15139304395227,27.220859690908252,38.15141719403223,38.15139304395227,27.63892670694299,38.15141859225242,38.15139304395227,28.010211096151767,38.15141983400868,38.15139304395227,51.45843851891104,47.68934893190847,47.68924371953239,56.328081787721814,47.68936521837286,47.68924371953239,54.922336334979235,47.6893605168738,47.68924371953239,51.10647754813752,47.689347754779156,47.68924371953239,29.14225760437618,38.15142362012485,38.15139304395227,28.14786107526383,95.37851510941898,95.37848785899385,51.29988808184183,47.689348401638405,47.68924371953239,51.32639983121211,95.3785926297681,95.37848785899385,80.28220520342417,0.0,0.0,54.940613716166865,0.0,0.0,28.14786107526383,0.0,0.0,0.0,0.0,838.4427243873112,1.0,0,0
308,2021-10-27 18:42:52.336992,3.2400078872898783,3.048,80.22638444269995,47.68944514596383,47.68924371953239,55.98591221514473,19.075817086399034,19.07569673194066,53.12177197794241,19.07580750731584,19.07569673194066,51.1857591642505,57.22719575601233,57.22709145560914,38.15345748110596,57.22715216963328,57.22709145560914,37.96477645084367,57.2271515385918,57.22709145560914,37.916856499491466,57.22715137832409,57.22709145560914,39.987854996409794,38.151459893097226,38.15139304395227,27.0559265074269,38.151416642415136,38.15139304395227,27.47530697756227,38.151418045028166,38.15139304395227,27.847939332894395,38.151419291292676,38.15139304395227,51.30350511958234,47.689348413735544,47.68924371953239,56.167554468369524,47.68936468149114,47.68924371953239,54.717207486027114,47.68935983082279,47.68924371953239,50.933681660929665,47.689347176865354,47.68924371953239,28.97410765627959,38.151423057749334,38.15139304395227,27.984174430843197,95.37851456197093,95.37848785899385,51.13333055456126,47.68934784458872,47.68924371953239,51.15642574871085,95.37859206129178,95.37848785899385,80.23645372080993,0.0,0.0,54.7344097750585,0.0,0.0,27.984174430843197,0.0,0.0,0.0,0.0,841.5428241027563,1.0,0,0
309,2021-10-27 18:42:58.990705,3.0481244000676684,3.048,78.53283145218104,47.68943948189585,47.68924371953239,50.583893616954064,19.075799019411633,19.07569673194066,47.574999744486085,19.075788956201617,19.07569673194066,45.51777573786274,57.22717679950871,57.22709145560914,32.51597012153885,57.22713331512338,57.22709145560914,32.33481306424155,57.22713270924575,57.22709145560914,32.28872478896843,57.227132555104056,57.22709145560914,34.37018596137092,38.1514411048695,38.15139304395227,21.52275093065832,38.15139813677477,38.15139304395227,21.98928881462821,38.15139969710522,38.15139304395227,22.40805720652838,38.15140109767116,38.15139304395227,46.129222724770685,47.689331108409185,47.68924371953239,50.851450804026825,47.68934690184523,47.68924371953239,47.88270648412362,47.68933697291491,47.68924371953239,45.140231673205676,47.689327800740294,47.68924371953239,23.327690860594107,38.151404173375056,38.15139304395227,22.497302712155715,95.37849621119328,95.37848785899385,45.5219522624276,47.6893290774003,47.68924371953239,45.46261758770541,95.37857301841764,95.37848785899385,78.5450621538728,0.0,0.0,47.88270648412362,0.0,0.0,22.497302712155722,0.0,0.0,0.0,0.0,934.7106615798675,1.0,0,0
310,2021-10-27 18:43:05.012744,3.0481244000676684,3.048,78.53283273036836,47.68943948190013,47.68924371953239,50.583896803884564,19.075799019422295,19.07569673194066,47.57500304643653,19.07578895621266,19.07569673194066,45.51777913600645,57.22717679952007,57.22709145560914,32.515973568048956,57.227133315134914,57.22709145560914,32.33481652191413,57.227132709257305,57.22709145560914,32.28872824940311,57.22713255511563,57.22709145560914,34.370189438954874,38.15144110488112,38.15139304395227,21.522754435400177,38.1513981367865,38.15139304395227,21.98929233803477,38.151399697117,38.15139304395227,22.408060712214855,38.15140109768288,38.15139304395227,46.12922615043972,47.689331108420646,47.68924371953239,50.85145396031818,47.68934690185578,47.68924371953239,47.88271035474131,47.689336972927855,47.68924371953239,45.14023513974204,47.68932780075189,47.68924371953239,23.32769431936921,38.151404173386624,38.15139304395227,22.49730625667498,95.37849621120515,95.37848785899385,45.52195575333921,47.689329077411976,47.68924371953239,45.46262096922429,95.37857301842894,95.37848785899385,78.54506343090705,0.0,0.0,47.88271035474132,0.0,0.0,22.497306256675,0.0,0.0,0.0,0.0,934.7106139990294,1.0,0,0
311,2021-10-27 18:43:10.129680,3.0481244000676684,3.048,78.53283278886894,47.68943948190032,47.68924371953239,50.58389696194862,19.07579901942282,19.07569673194066,47.575003200686496,19.075788956213174,19.07569673194066,45.51777928705438,57.22717679952057,57.22709145560914,32.51597370713193,57.22713331513538,57.22709145560914,32.33481665806726,57.22713270925777,57.22709145560914,32.28872838484204,57.227132555116086,57.22709145560914,34.37018957027199,38.15144110488156,38.15139304395227,21.52275455271796,38.15139813678689,38.15139304395227,21.98929244711801,38.15139969711736,38.15139304395227,22.40806081944411,38.15140109768324,38.15139304395227,46.12922626056923,47.689331108421015,47.68924371953239,50.851454114762795,47.6893469018563,47.68924371953239,47.8827105738958,47.68933697292859,47.68924371953239,45.14023529359086,47.6893278007524,47.68924371953239,23.327694457320227,38.151404173387085,38.15139304395227,22.497306362123165,95.37849621120549,95.37848785899385,45.52195589322752,47.689329077412445,47.68924371953239,45.462621119769565,95.37857301842945,95.37848785899385,78.54506348935486,0.0,0.0,47.8827105738958,0.0,0.0,22.497306362123197,0.0,0.0,0.0,0.0,934.7106118213304,1.0,0,0
312,2021-10-27 18:43:16.175052,3.0481244000676684,3.048,78.53283239165997,47.689439481898994,47.68924371953239,50.58389597546615,19.075799019419524,19.07569673194066,47.57500216063301,19.0757889562097,19.07569673194066,45.517778202026385,57.22717679951695,57.22709145560914,32.51597259131016,57.227133315131645,57.22709145560914,32.334815534705015,57.227132709254015,57.22709145560914,32.28872725964164,57.22713255511232,57.22709145560914,34.37018843446275,38.15144110487776,38.15139304395227,21.52275339737178,38.15139813678302,38.15139304395227,21.98929128027976,38.15139969711346,38.15139304395227,22.408059658862975,38.15140109767936,38.15139304395227,46.129225179833355,47.6893311084174,47.68924371953239,50.851453137633115,47.68934690185303,47.68924371953239,47.88270940903034,47.68933697292469,47.68924371953239,45.140234179350074,47.68932780074868,47.68924371953239,23.3276933344716,38.15140417338333,38.15139304395227,22.497305184836673,95.37849621120155,95.37848785899385,45.521954791605786,47.68932907740876,47.68924371953239,45.462620014254945,95.37857301842575,95.37848785899385,78.54506309250421,0.0,0.0,47.882709409030355,0.0,0.0,22.497305184836684,0.0,0.0,0.0,0.0,934.7106266075327,1.0,0,0
