iteration,timestamp,T41_LEVEL,T42_LEVEL,J1_LEVEL,J1_SUPPLY,J1_DEMAND,J2_LEVEL,J2_SUPPLY,J2_DEMAND,J3_LEVEL,J3_SUPPLY,J3_DEMAND,J4_LEVEL,J4_SUPPLY,J4_DEMAND,J5_LEVEL,J5_SUPPLY,J5_DEMAND,J6_LEVEL,J6_SUPPLY,J6_DEMAND,J7_LEVEL,J7_SUPPLY,J7_DEMAND,J8_LEVEL,J8_SUPPLY,J8_DEMAND,J9_LEVEL,J9_SUPPLY,J9_DEMAND,J10_LEVEL,J10_SUPPLY,J10_DEMAND,J11_LEVEL,J11_SUPPLY,J11_DEMAND,J12_LEVEL,J12_SUPPLY,J12_DEMAND,J13_LEVEL,J13_SUPPLY,J13_DEMAND,J14_LEVEL,J14_SUPPLY,J14_DEMAND,J15_LEVEL,J15_SUPPLY,J15_DEMAND,J16_LEVEL,J16_SUPPLY,J16_DEMAND,J17_LEVEL,J17_SUPPLY,J17_DEMAND,J18_LEVEL,J18_SUPPLY,J18_DEMAND,J19_LEVEL,J19_SUPPLY,J19_DEMAND,J20_LEVEL,J20_SUPPLY,J20_DEMAND,J21_LEVEL,J21_SUPPLY,J21_DEMAND,J22_LEVEL,J22_SUPPLY,J22_DEMAND,P78_FLOW,P78_STATUS,P79_FLOW,P79_STATUS,attack0,attack1,attack2
1,2021-11-20 17:17:07.893158,3.7004988813870705,3.3273647088790272,86.06013512312268,22.04559655208738,22.045375614745698,59.55583327478669,8.81828219049729,8.818149896480099,57.64551590461924,8.81827580146341,8.818149896480099,56.104905985094526,26.45457102423556,26.45445027180393,45.406059146403216,26.454535242068673,26.45445027180393,45.134562132775734,26.454534334050116,26.45445027180393,45.074378007696986,26.454534132765026,26.45445027180393,45.41072902986479,17.6363845847221,17.63629959883899,32.95463214676135,17.636342925453196,17.63629959883899,33.01736096196168,17.636343135248975,17.63629959883899,33.33842111759099,17.636344209030874,17.63629959883899,56.93256458295916,22.045499135271736,22.045375614745698,59.79869323050744,22.04550872100514,22.045375614745698,54.50052912126908,22.045491001357856,22.045375614745698,54.880921233720656,22.045492273574784,22.045375614745698,33.57830344789284,17.636345011314496,17.63629959883899,33.04174972094488,44.09079504159051,44.09075142361261,55.75701804789793,22.04549520367023,22.045375614745698,55.14467073019114,44.09086896454877,44.09075142361261,86.07071489044527,0.0,0.0,54.34752999129967,0.0,0.0,33.010314353672726,0.0,0.0,432.1585958468595,1.0,432.1585958468595,1.0,0,0,0
2,2021-11-20 17:17:18.868163,4.309305937728549,3.6251018698714987,86.08456072849773,22.045596633778526,22.045375614745698,59.959321048641236,8.818283539957386,8.818149896480099,58.05937972454845,8.818277185626068,8.818149896480099,56.52816686583605,26.45457243982658,26.45445027180393,45.81018542814465,26.454536593664248,26.45445027180393,45.53007740061579,26.45453565684626,26.45445027180393,45.46823783935358,26.45453545002458,26.45445027180393,45.80096734937708,17.63638588986955,17.63629959883899,33.266995060578815,17.63634397014727,17.63629959883899,33.306232339688165,17.636344101375887,17.63629959883899,33.62222739061277,17.636345158217605,17.63629959883899,57.209968566876526,22.04550006304608,22.045375614745698,60.193669772004654,22.04551004199952,22.045375614745698,55.13257815688418,22.04549311523839,22.045375614745698,55.343788500724614,22.04549382162889,22.045375614745698,34.009942375417786,17.636346454925793,17.63629959883899,33.32281107485385,44.09079598159689,44.09075142361261,56.153178420404515,22.045496528623918,22.045375614745698,55.61375857283569,44.09087053340752,44.09075142361261,86.09493694924852,0.0,0.0,54.99685610193655,0.0,0.0,33.286725563987694,0.0,0.0,427.6491235386735,1.0,427.6491235386735,1.0,0,0,0
3,2021-11-20 17:17:31.118488,4.880323367323165,3.9412361825227635,86.10907692566256,22.04559671577266,22.045375614745698,60.35540081315589,8.818284864641479,8.818149896480099,58.472134327475324,8.81827856607896,8.818149896480099,56.95601700162311,26.454573870766307,26.45445027180393,46.225695047342924,26.454537983331264,26.45445027180393,45.93999400333736,26.454537027807497,26.45445027180393,45.87708594981408,26.454536817412258,26.45445027180393,46.20751101513695,17.63638724955004,17.63629959883899,33.59239674952222,17.636345058449376,17.63629959883899,33.61430239724974,17.636345131712556,17.63629959883899,33.92569579105019,17.636346173164085,17.63629959883899,57.505240825962126,22.045501050580665,22.045375614745698,60.58249119731636,22.045511342408187,22.045375614745698,55.72604470415894,22.04549510008025,22.045375614745698,55.8140287508047,22.045495394341856,22.045375614745698,34.462253245278774,17.636347967674155,17.63629959883899,33.624828249071214,44.090796991689764,44.09075142361261,56.56283674593808,22.04549789872135,22.045375614745698,56.0880160437795,44.09087211955603,44.09075142361261,86.11925066028009,0.0,0.0,55.60551127204963,0.0,0.0,33.584505101348704,0.0,0.0,423.12258813982504,1.0,423.12258813982504,1.0,0,0,0
4,2021-11-20 17:17:39.517255,5.283997679739401,4.203238488031624,81.68493250009404,22.045581919273882,22.045375614745698,59.61759172957762,8.818282397047714,8.818149896480099,58.09284935340016,8.818277297564846,8.818149896480099,56.89925178841605,26.454573680915715,26.45445027180393,46.34845935885523,26.45453839391505,26.45445027180393,46.140893534491724,26.454537699713605,26.45445027180393,46.09340660711917,26.454537540894137,26.45445027180393,46.459896365710605,17.636388093649863,17.63629959883899,33.873559530296326,17.636345998794976,17.63629959883899,33.900909681766116,17.636346090267235,17.63629959883899,34.12071137187047,17.636346825391392,17.63629959883899,57.21776861985311,22.045500089133267,22.045375614745698,59.79278663467229,22.045508701250604,22.045375614745698,56.23936829575937,22.04549681688494,22.045375614745698,56.1621091698701,22.045496558492705,22.045375614745698,34.710546604372446,17.63634879808836,17.63629959883899,33.928997968344,44.0907980089818,44.09075142361261,56.59876046229446,22.045498018867793,22.045375614745698,56.32091900479348,44.09087289849723,44.09075142361261,81.69292475411109,0.0,0.0,56.17595747552548,0.0,0.0,33.90052095267941,0.0,0.0,0.0,0.0,742.8530073385282,1.0,0,0,0
5,2021-11-20 17:17:58.661866,5.666689300879763,4.473477226904525,81.77286685905513,22.045582213369308,22.045375614745698,59.91845750766823,8.818283403289756,8.818149896480099,58.40735517365453,8.818278349425846,8.818149896480099,57.22594103721801,26.454574773524055,26.45445027180393,46.668348616102705,26.454539463780897,26.45445027180393,46.457957616703155,26.454538760130685,26.45445027180393,46.40989399770977,26.454538599382477,26.45445027180393,46.77491278048624,17.63638914721854,17.63629959883899,34.14832685030805,17.636346917751034,17.63629959883899,34.16828153611435,17.636346984489244,17.63629959883899,34.38497743841459,17.636347709226133,17.63629959883899,57.475291891363625,22.04550095041681,22.045375614745698,60.08960647967233,22.04550969396107,22.045375614745698,56.63701420240047,22.045498146806978,22.045375614745698,56.516225929001905,22.045497742832023,22.045375614745698,35.03890763615302,17.636349896287953,17.63629959883899,34.192697229410996,44.09079889092086,44.09075142361261,56.914213077890956,22.045499073895343,22.045375614745698,56.67603744157284,44.09087408618665,44.09075142361261,81.78074095384785,0.0,0.0,56.57957210075583,0.0,0.0,34.16254005972847,0.0,0.0,0.0,0.0,736.9026214655538,1.0,1,0,0
6,2021-11-20 17:18:06.490093,6.030975359564588,4.749615370925514,81.85914401411998,22.045582501922233,22.045375614745698,60.20909917726767,8.818284375337386,8.818149896480099,58.71199396700554,8.818279368286694,8.818149896480099,57.54307473721215,26.454575834173966,26.45445027180393,46.98201447146599,26.454540512832647,26.45445027180393,46.77017837005014,26.454539804349306,26.45445027180393,46.721820341307726,26.45453964261645,26.45445027180393,47.086092359427205,17.63639018795497,17.63629959883899,34.42730570741569,17.636347850792525,17.63629959883899,34.442304829033255,17.63634790095691,17.63629959883899,34.65598974253805,17.63634861562358,17.63629959883899,57.737279181956964,22.045501826630208,22.045375614745698,60.37730733350301,22.045510656173178,22.045375614745698,57.014644291110976,22.04549940978635,22.045375614745698,56.85785885894308,22.045498885419324,22.045375614745698,35.36154901469835,17.63635097535823,17.63629959883899,34.46417884390241,44.090799798887915,44.09075142361261,57.22667682743842,22.04550011892666,22.045375614745698,57.02457550826124,44.0908752518681,44.09075142361261,81.86690296281998,0.0,0.0,56.96221360771374,0.0,0.0,34.43279110430054,0.0,0.0,0.0,0.0,731.0643228086814,1.0,1,0,0
7,2021-11-20 17:18:13.270519,6.611043534065489,5.259700617102223,82.27293095539041,9.905229594496689,9.905021323414616,61.19969695406485,3.9621461642715716,3.9620083723717188,59.97387058821392,3.9621420645097687,3.9620083723717188,58.886363431893834,11.886155433755246,11.886025378772034,48.78681802348933,11.886121655944914,11.886025378772034,48.36463204885518,11.886120243948907,11.886025378772034,48.31924467834767,11.886120092151382,11.886025378772034,48.35270955138785,7.924111482826699,7.924016657524478,35.19645423344688,7.924067481886177,7.924016657524478,34.99315780095182,7.92406680196366,7.924016657524478,35.32692673373034,7.9240679182499125,7.924016657524478,58.56584943474954,9.905150306442549,9.905021323414616,61.331912239003536,9.905159557506927,9.905021323414616,57.45131215254734,9.905146578885773,9.905021323414616,57.78082310424942,9.905147680931258,9.905021323414616,36.38303540228031,7.924071450392882,7.924016657524478,34.807395548928845,19.810092257207717,19.810042734048196,58.235321960839855,9.905149200997316,9.905021323414616,58.025992693619074,19.81016991153163,19.810042734048196,82.28014851604624,0.0,0.0,57.32721631791096,0.0,0.0,34.709593392489914,0.0,0.0,0.0,0.0,703.0629915126535,1.0,1,0,0
8,2021-11-20 17:18:23.548041,7.173866839629393,5.766972589122204,82.41129988689994,9.905230057269947,9.905021323414616,61.6440122601364,3.962147650278865,3.9620083723717188,60.44200178452959,3.962143630169026,3.9620083723717188,59.37702747711747,11.88615707477535,11.886025378772034,49.29011807827727,11.886123339226002,11.886025378772034,48.8765952510333,11.88612195620379,11.886025378772034,48.83189145921788,11.886121806692486,11.886025378772034,48.865955126110045,7.924113199370462,7.924016657524478,35.70471887117381,7.924069181771254,7.924016657524478,35.499747333603636,7.9240684962463686,7.924016657524478,35.8255802930804,7.924069585990853,7.924016657524478,59.03030832130862,9.905151859819808,9.905021323414616,61.77174158677028,9.905161028510987,9.905021323414616,58.024567038982646,9.90514849612997,9.905021323414616,58.30473438628527,9.905149433146354,9.905021323414616,36.89657800944481,7.924073167930065,7.924016657524478,35.31647419737418,19.810093959815244,19.810042734048196,58.73221931019115,9.905150862864632,9.905021323414616,58.5422994150475,19.810171638313363,19.810042734048196,82.41834042939018,0.0,0.0,57.90721703411417,0.0,0.0,35.219668672352434,0.0,0.0,0.0,0.0,693.6991701290586,1.0,1,0,0
9,2021-11-20 17:18:32.909625,7.720358864647865,6.270746518004924,82.54808834500929,9.905230514757328,9.905021323414616,62.07855508041224,3.9621491036021945,3.9620083723717188,60.900499552150144,3.9621451636093945,3.9620083723717188,59.85817566401753,11.886158683969777,11.886025378772034,49.78445961381322,11.88612499254543,11.886025378772034,49.37995012880679,11.886123639668234,11.886025378772034,49.335929029753935,11.886123492440188,11.886025378772034,49.37059975765817,7.9241148871484715,7.924016657524478,36.208061847222,7.924070865195893,7.924016657524478,36.00265220466624,7.924070178205769,7.924016657524478,36.320641913703845,7.924071241718595,7.924016657524478,59.4904610036039,9.90515339879502,9.905021323414616,62.20206072664616,9.905162467708267,9.905021323414616,58.58109986250027,9.905150357447425,9.905021323414616,58.818615409645936,9.905151151815366,9.905021323414616,37.40100253433526,7.9240748549719315,7.924016657524478,35.82250117156879,19.810095652216482,19.810042734048196,59.22091159991046,9.905152497290223,9.905021323414616,59.04834391069129,19.810173330773203,19.810042734048196,82.55495587841502,0.0,0.0,58.46997805767763,0.0,0.0,35.72692831766126,0.0,0.0,0.0,0.0,684.4421692528621,1.0,1,0,0
10,2021-11-20 17:18:52.568346,8.251363570426472,6.770407852242523,82.6832923217454,9.905230966945432,9.905021323414616,62.503574246386464,3.962150525073776,3.9620083723717188,61.349519614566326,3.96214666535169,3.9620083723717188,60.32987507263882,11.886160261562878,11.886025378772034,50.2698343253133,11.886126615875419,11.886025378772034,49.87463225644261,11.886125294126765,11.886025378772034,49.83128367151988,11.886125149147936,11.886025378772034,49.866561530085114,7.924116545886761,7.924016657524478,36.70603084897949,7.924072530647338,7.924016657524478,36.501296841168184,7.924071845916866,7.924016657524478,36.811533109251016,7.924072883498401,7.924016657524478,59.94584074111595,9.905154921807172,9.905021323414616,62.62310159801059,9.905163875874488,9.905021323414616,59.12177257665295,9.90515216572093,9.905021323414616,59.322446420955345,9.905152836872233,9.905021323414616,37.896332736929594,7.924076511597944,7.924016657524478,36.32482076874512,19.81009733221844,19.810042734048196,59.7013337125652,9.905154104056304,9.905021323414616,59.544231995576666,19.810174989265047,19.810042734048196,82.68999079557383,0.0,0.0,59.01641246575682,0.0,0.0,36.23068784722016,0.0,0.0,0.0,0.0,675.2922644991984,1.0,0,0,0
